country,continent,year,gdp_pc,life_exp,pop,lgdp_pc
"Yemen, Rep. ",Asia ,1982,1977.56,49.11,9657618,7.5896192
"Yemen, Rep. ",Asia ,1987,1971.74,52.92,11219340,7.5866718
"Yemen, Rep. ",Asia ,1992,1879.5,55.6,13367997,7.5387611
"Yemen, Rep. ",Asia ,1997,2117.48,58.02,15826497,7.6579819
"Yemen, Rep. ",Asia ,2002,2234.82,60.31,18701257,7.711916
"Yemen, Rep. ",Asia ,2007,2280.77,62.7,22211743,7.7322683
Zambia ,Africa ,1952,1147.39,42.04,2672000,7.0452452
Zambia ,Africa ,1957,1311.96,44.08,3016000,7.1792774
Zambia ,Africa ,1962,1452.73,46.02,3421000,7.2811999
Zambia ,Africa ,1967,1777.08,47.77,3900000,7.4827271
Zambia ,Africa ,1972,1773.5,50.11,4506497,7.4807105
Zambia ,Africa ,1977,1588.69,51.39,5216550,7.3706651
Zambia ,Africa ,1982,1408.68,51.82,6100407,7.2504082
Zambia ,Africa ,1987,1213.32,50.82,7272406,7.1011157
Zambia ,Africa ,1992,1210.88,46.1,8381163,7.0991025
Zambia ,Africa ,1997,1071.35,40.24,9417789,6.976675
Zambia ,Africa ,2002,1071.61,39.19,10595811,6.9769173
Zambia ,Africa ,2007,1271.21,42.38,11746035,7.1477246
Zimbabwe ,Africa ,1952,406.88,48.45,3080907,6.0085182
Zimbabwe ,Africa ,1957,518.76,50.47,3646340,6.2514415
Zimbabwe ,Africa ,1962,527.27,52.36,4277736,6.2677126
Zimbabwe ,Africa ,1967,569.8,54,4995432,6.3452854
Zimbabwe ,Africa ,1972,799.36,55.64,5861135,6.6838112
Zimbabwe ,Africa ,1977,685.59,57.67,6642107,6.5302796
Zimbabwe ,Africa ,1982,788.86,60.36,7636524,6.670589
Zimbabwe ,Africa ,1987,706.16,62.35,9216418,6.5598416
Zimbabwe ,Africa ,1992,693.42,60.38,10704340,6.541636
Zimbabwe ,Africa ,1997,792.45,46.81,11404948,6.6751294
Zimbabwe ,Africa ,2002,672.04,39.99,11926563,6.5103178
Zimbabwe ,Africa ,2007,469.71,43.49,12311143,6.1521153
